"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2010","12","1567582","0.77"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2010","577","12830632","4.5"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2010","223","6483802","3.44"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2010","34","3046355","1.12"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2010","68","2853118","2.38"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2010","125","4339367","2.88"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2010","432","4533372","9.53"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2010","13","1328361","0.98"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2010","306","5773552","5.3"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2010","126","6547629","1.92"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2010","440","9883640","4.45"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2010","65","5303925","1.23"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2010","205","2967297","6.91"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2010","335","5988927","5.59"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2010","17","989415","1.72"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2010","41","1826341","2.24"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2010","90","2700551","3.33"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2010","P","1316470","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2010","260","8791894","2.96"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2010","76","2059179","3.69"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2010","527","19378102","2.72"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2010","376","9535483","3.94"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2010","P","672591","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2010","396","11536504","3.43"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2010","131","3751351","3.49"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2010","60","3831074","1.57"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2010","501","12702379","3.94"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2010","17","1052567","1.62"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2010","229","4625364","4.95"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2010","P","814180","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2010","293","6346105","4.62"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2010","913","25145561","3.63"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2010","27","2763885","0.98"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2010","P","625741","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2010","271","8001024","3.39"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2010","114","6724540","1.7"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2010","47","1852994","2.54"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2010","106","5686986","1.86"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2010","P","563626","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2010","11078","308745538","3.59"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2011","292","4801627","6.08"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2011","19","723375","2.63"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2011","259","6468796","4"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2011","145","2938506","4.93"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2011","1314","37668681","3.49"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2011","101","5118400","1.97"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2011","96","3588948","2.67"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2011","31","907985","3.41"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2011","77","619624","12.43"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2011","817","19083482","4.28"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2011","439","9810181","4.47"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2011","P","1376897","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2011","16","1583930","1.01"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2011","610","12855970","4.74"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2011","202","6516336","3.1"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2011","31","3064102","1.01"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2011","81","2869548","2.82"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2011","133","4366869","3.05"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2011","431","4575197","9.42"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2011","15","1327844","1.13"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2011","276","5840241","4.73"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2011","128","6606285","1.94"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2011","511","9874589","5.17"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2011","59","5347108","1.1"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2011","221","2977886","7.42"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2011","303","6010065","5.04"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2011","11","997600","1.1"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2011","41","1841749","2.23"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2011","84","2717951","3.09"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2011","10","1318075","0.76"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2011","288","8836639","3.26"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2011","73","2077919","3.51"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2011","466","19502728","2.39"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2011","380","9651377","3.94"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2011","P","684867","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2011","453","11549772","3.92"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2011","166","3785534","4.39"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2011","62","3867937","1.6"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2011","512","12741310","4.02"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2011","12","1050350","1.14"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2011","253","4673509","5.41"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2011","P","823772","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2011","309","6398361","4.83"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2011","812","25640909","3.17"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2011","27","2814784","0.96"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2011","P","626320","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2011","231","8105850","2.85"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2011","88","6821481","1.29"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2011","61","1855184","3.29"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2011","86","5708785","1.51"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2011","12","567329","2.12"
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2011","11068","311582564","3.55"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2012","306","4817528","6.35"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2012","17","730307","2.33"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2012","254","6551149","3.88"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2012","166","2949828","5.63"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2012","1362","37999878","3.58"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2012","115","5189458","2.22"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2012","114","3591765","3.17"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2012","46","917053","5.02"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2012","55","633427","8.68"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2012","862","19320749","4.46"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2012","481","9915646","4.85"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2012","P","1390090","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2012","18","1595590","1.13"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2012","645","12868192","5.01"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2012","251","6537782","3.84"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2012","33","3075039","1.07"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2012","67","2885398","2.32"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2012","159","4379730","3.63"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2012","428","4602134","9.3"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2012","15","1328501","1.13"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2012","294","5884868","5"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2012","73","6645303","1.1"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2012","579","9882519","5.86"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2012","61","5379646","1.13"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2012","216","2986450","7.23"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2012","311","6024522","5.16"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2012","10","1005494","0.99"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2012","46","1855350","2.48"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2012","77","2754354","2.8"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2012","13","1321617","0.98"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2012","276","8867749","3.11"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2012","80","2083540","3.84"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2012","436","19576125","2.23"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2012","422","9748364","4.33"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2012","P","701345","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2012","437","11553031","3.78"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2012","188","3815780","4.93"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2012","53","3899801","1.36"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2012","547","12764475","4.29"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2012","15","1050304","1.43"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2012","273","4723417","5.78"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2012","P","834047","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2012","327","6454914","5.07"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2012","894","26060796","3.43"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2012","28","2854871","0.98"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2012","P","625953","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2012","224","8186628","2.74"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2012","127","6895318","1.84"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2012","66","1856680","3.55"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2012","126","5724554","2.2"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2012","P","576626","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2012","11622","313873685","3.7"
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2013","Homicide Firearm","2013","317","4833722","6.56"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2013","Homicide Firearm","2013","19","735132","2.58"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2013","Homicide Firearm","2013","251","6626624","3.79"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2013","Homicide Firearm","2013","152","2959373","5.14"
"Both Sexes","All Races","California","Both","All Ages","1999","2013","Homicide Firearm","2013","1312","38332521","3.42"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2013","Homicide Firearm","2013","106","5268367","2.01"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2013","Homicide Firearm","2013","66","3596080","1.84"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2013","Homicide Firearm","2013","38","925749","4.1"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2013","Homicide Firearm","2013","61","646449","9.44"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2013","Homicide Firearm","2013","816","19552860","4.17"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2013","Homicide Firearm","2013","472","9992167","4.72"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2013","Homicide Firearm","2013","P","1404054","."
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2013","Homicide Firearm","2013","14","1612136","0.87"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2013","Homicide Firearm","2013","576","12882135","4.47"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2013","Homicide Firearm","2013","298","6570902","4.54"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2013","Homicide Firearm","2013","24","3090416","0.78"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2013","Homicide Firearm","2013","79","2893957","2.73"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2013","Homicide Firearm","2013","138","4395295","3.14"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2013","Homicide Firearm","2013","446","4625470","9.64"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2013","Homicide Firearm","2013","13","1328302","0.98"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2013","Homicide Firearm","2013","299","5928814","5.04"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2013","Homicide Firearm","2013","84","6692824","1.26"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2013","Homicide Firearm","2013","493","9895622","4.98"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2013","Homicide Firearm","2013","76","5420380","1.4"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2013","Homicide Firearm","2013","215","2991207","7.19"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2013","Homicide Firearm","2013","293","6044171","4.85"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2013","Homicide Firearm","2013","14","1015165","1.38"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2013","Homicide Firearm","2013","51","1868516","2.73"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2013","Homicide Firearm","2013","88","2790136","3.15"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2013","Homicide Firearm","2013","P","1323459","."
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2013","Homicide Firearm","2013","298","8899339","3.35"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2013","Homicide Firearm","2013","82","2085287","3.93"
"Both Sexes","All Races","New York","Both","All Ages","1999","2013","Homicide Firearm","2013","380","19651127","1.93"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2013","Homicide Firearm","2013","412","9848060","4.18"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2013","Homicide Firearm","2013","P","723393","."
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2013","Homicide Firearm","2013","447","11570808","3.86"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2013","Homicide Firearm","2013","178","3850568","4.62"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2013","Homicide Firearm","2013","54","3930065","1.37"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2013","Homicide Firearm","2013","486","12773801","3.8"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2013","Homicide Firearm","2013","18","1051511","1.71"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2013","Homicide Firearm","2013","244","4774839","5.11"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2013","Homicide Firearm","2013","P","844877","."
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2013","Homicide Firearm","2013","309","6495978","4.76"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2013","Homicide Firearm","2013","912","26448193","3.45"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2013","Homicide Firearm","2013","33","2900872","1.14"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2013","Homicide Firearm","2013","P","626630","."
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2013","Homicide Firearm","2013","233","8260405","2.82"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2013","Homicide Firearm","2013","116","6971406","1.66"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2013","Homicide Firearm","2013","43","1854304","2.32"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2013","Homicide Firearm","2013","115","5742713","2"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2013","Homicide Firearm","2013","P","582658","."
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","2013","11208","316128839","3.55"
"Both Sexes","All Races","","Both","All Ages","1999","2013","Homicide Firearm","X","174773","4472293305","3.91"
